mp_id,formula,natom_prim,u2_0K_A2,u2_300K_A2,d_min_A,delta_nuc_300K,q300
2286,Li2Se,3,0.0061781728765111345,0.014729757687988891,2.573477244733045,0.0022241032134859315,0.41943479365916597
2292,La2O3,40,0.0025668545891053855,0.0063893010846020944,2.393578610722309,0.001115213359609935,0.40174262491579565
2309,Tm2S3,20,0.0019760784357289846,0.007868977982991044,2.597653438589021,0.0011661540106718967,0.25112262863110285
2310,CdO2,12,0.002833154664022946,0.008539066924808337,1.4864891749126907,0.0038644430861802448,0.3317873825056755
2319,P2Os,6,0.0012955049629411824,0.0026989435908766693,2.241440851537949,0.0005372040050544085,0.4800044607528745
2340,Na2O2,12,0.004069607675959759,0.011236006229070958,1.5156697085384006,0.004891058182793178,0.3621934335912389
2341,Li3N,8,0.006695466934770048,0.01671832272591915,2.031485057999087,0.0040510298172720255,0.4004867620117042
2345,Dy2O3,40,0.0020698119872731126,0.004605131598969305,2.2391977304648045,0.0009184534605017243,0.4494577283603288
2352,Na2O,3,0.0041227117902940475,0.011785810061854718,2.3941720672273616,0.002056121236202228,0.3498030062131564
2371,Ga2Te5,7,0.0019487347122211394,0.015045863471501079,2.65125530023758,0.0021404940116137067,0.12951963281551165
2392,Th2Se5,28,0.0013890056078087302,0.009814625770254602,2.7159275041888136,0.0013305689919208274,0.14152405199375198
2400,NaS,8,0.004673613571407851,0.020200277985658766,2.1582044314300406,0.004336827879320507,0.2313638245337957
2402,NaSi,16,0.005506138635074514,0.031783013806359735,2.387008234533921,0.00557811215602202,0.17324155187488052
2412,LiP5,24,0.00467859495988261,0.02072519197354518,2.1725189544761148,0.004391080648469088,0.22574434851337621
2416,YF3,16,0.002966803927130434,0.007545235345646171,2.281656502138158,0.0014493466281633768,0.3932023046626862
2418,PdSe2,12,0.001899502597381702,0.014893378046802646,2.505517750101011,0.0023724564331846503,0.12754007797374706
